subgroup,diet,mean,se,sigma_u_wgt,diet_label,food_desc,diet_pattern,CF_mean_intake,CF_se_intake,CF_sd_intake,CF_intake_unit,TMRED_mean_intake,TMRED_sd_intake,TMRED_intake_unit,overweight_rate,overweight_rate_se,nhb,nhb_se,sbp_mean,sbp_se,highSBP_rate,highSBP_rate_se,hbp,hbp_se,agecat,female,race,Age_label,Sex,Race_label,AAmn,AFFmn,APCAmn,BCmn,CCmn,CMmn,DIABmn,ECAmn,ENDOmn,GCmn,HHDmn,HSTKmn,IHDmn,ISTKmn,KCmn,LCmn,LVCmn,MLPCmn,MMCmn,OCmn,OSTKmn,OTHmn,PCmn,PVDmn,RHDmn,SCCmn,SCNCmn,TCmn,UCmn,AA_medBMImn,AFF_medBMImn,APCA_medBMImn,BC_medBMImn,CC_medBMImn,CM_medBMImn,DIAB_medBMImn,ECA_medBMImn,ENDO_medBMImn,GC_medBMImn,HHD_medBMImn,HSTK_medBMImn,IHD_medBMImn,ISTK_medBMImn,KC_medBMImn,LC_medBMImn,LVC_medBMImn,MLPC_medBMImn,MMC_medBMImn,OC_medBMImn,OSTK_medBMImn,OTH_medBMImn,PC_medBMImn,PVD_medBMImn,RHD_medBMImn,SCC_medBMImn,SCNC_medBMImn,TC_medBMImn,UC_medBMImn,AA_medSBPmn,AFF_medSBPmn,APCA_medSBPmn,BC_medSBPmn,CC_medSBPmn,CM_medSBPmn,DIAB_medSBPmn,ECA_medSBPmn,ENDO_medSBPmn,GC_medSBPmn,HHD_medSBPmn,HSTK_medSBPmn,IHD_medSBPmn,ISTK_medSBPmn,KC_medSBPmn,LC_medSBPmn,LVC_medSBPmn,MLPC_medSBPmn,MMC_medSBPmn,OC_medSBPmn,OSTK_medSBPmn,OTH_medSBPmn,PC_medSBPmn,PVD_medSBPmn,RHD_medSBPmn,SCC_medSBPmn,SCNC_medSBPmn,TC_medSBPmn,UC_medSBPmn,AAse,AFFse,APCAse,BCse,CCse,CMse,DIABse,ECAse,ENDOse,GCse,HHDse,HSTKse,IHDse,ISTKse,KCse,LCse,LVCse,MLPCse,MMCse,OCse,OSTKse,OTHse,PCse,PVDse,RHDse,SCCse,SCNCse,TCse,UCse,AA_medBMIse,AFF_medBMIse,APCA_medBMIse,BC_medBMIse,CC_medBMIse,CM_medBMIse,DIAB_medBMIse,ECA_medBMIse,ENDO_medBMIse,GC_medBMIse,HHD_medBMIse,HSTK_medBMIse,IHD_medBMIse,ISTK_medBMIse,KC_medBMIse,LC_medBMIse,LVC_medBMIse,MLPC_medBMIse,MMC_medBMIse,OC_medBMIse,OSTK_medBMIse,OTH_medBMIse,PC_medBMIse,PVD_medBMIse,RHD_medBMIse,SCC_medBMIse,SCNC_medBMIse,TC_medBMIse,UC_medBMIse,AA_medSBPse,AFF_medSBPse,APCA_medSBPse,BC_medSBPse,CC_medSBPse,CM_medSBPse,DIAB_medSBPse,ECA_medSBPse,ENDO_medSBPse,GC_medSBPse,HHD_medSBPse,HSTK_medSBPse,IHD_medSBPse,ISTK_medSBPse,KC_medSBPse,LC_medSBPse,LVC_medSBPse,MLPC_medSBPse,MMC_medSBPse,OC_medSBPse,OSTK_medSBPse,OTH_medSBPse,PC_medSBPse,PVD_medSBPse,RHD_medSBPse,SCC_medSBPse,SCNC_medSBPse,TC_medSBPse,UC_medSBPse
4,pf_seafood,0.5153714725189867,0.06809730169536987,0.05153714725189867,Seafood,"Seafood (finfish, shellfish, and other seafood) high in n-3 fatty acids (oz. eq.); Seafood (finfish, shellfish, and other seafood) low in n-3 fatty acids (oz. eq.)",Vegetarian,0,0,0,oz eq/day,NA,NA,oz eq,53.12628365221932,3.455634316441633,0,0,109.35772357723576,0.80930227413488,25.415768606393524,5.789934238101822,0.00995332979764138,0.00417582811606903,1,1,4,20-34,1,OTH,4,0,0,0,130,9,10,0,8,4,9,9,9,6,33,33,10,72,7,114,4,9,23,0,5,4,10,794,143,4,0,0,0,130,9,10,0,8,4,9,9,9,6,33,33,10,72,7,114,4,9,23,0,5,4,10,794,143,4,0,0,0,130,9,10,0,8,4,9,9,9,6,33,33,10,72,7,114,4,9,23,0,5,4,10,794,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,pf_seafood,0.5153714725189867,0.06809730169536987,0.05153714725189867,Seafood,"Seafood (finfish, shellfish, and other seafood) high in n-3 fatty acids (oz. eq.); Seafood (finfish, shellfish, and other seafood) low in n-3 fatty acids (oz. eq.)",Med,2.14,0,0.214,oz eq/day,NA,NA,oz eq,53.12628365221932,3.455634316441633,0,0,109.35772357723576,0.80930227413488,25.415768606393524,5.789934238101822,0.00995332979764138,0.00417582811606903,1,1,4,20-34,1,OTH,4,0,0,0,130,9,10,0,8,4,9,9,9,6,33,33,10,72,7,114,4,9,23,0,5,4,10,794,143,4,0,0,0,130,9,10,0,8,4,9,9,9,6,33,33,10,72,7,114,4,9,23,0,5,4,10,794,143,4,0,0,0,130,9,10,0,8,4,9,9,9,6,33,33,10,72,7,114,4,9,23,0,5,4,10,794,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,pf_seafood,0.4935619184264265,0.08763625119134666,0.04935619184264265,Seafood,"Seafood (finfish, shellfish, and other seafood) high in n-3 fatty acids (oz. eq.); Seafood (finfish, shellfish, and other seafood) low in n-3 fatty acids (oz. eq.)",US,1.14,0,0.114,oz eq/day,NA,NA,oz eq,62.49047524940791,3.1717558712252583,0,0,119.2300194931774,0.8919592935430547,62.38968210632253,3.612283066777848,0.08077305815053952,0.02695147155352266,1,0,1,20-34,2,NHW,45,6,5,0,827,215,263,36,63,5,179,75,391,34,392,107,67,240,23,0,25,172,85,5,23,27,14,920,0,45,6,5,0,827,215,263,36,63,5,179,75,391,34,392,107,67,240,23,0,25,172,85,5,23,27,14,920,0,45,6,5,0,827,215,263,36,63,5,179,75,391,34,392,107,67,240,23,0,25,172,85,5,23,27,14,920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,pf_seafood,0.4935619184264265,0.08763625119134666,0.04935619184264265,Seafood,"Seafood (finfish, shellfish, and other seafood) high in n-3 fatty acids (oz. eq.); Seafood (finfish, shellfish, and other seafood) low in n-3 fatty acids (oz. eq.)",Vegetarian,0,0,0,oz eq/day,NA,NA,oz eq,62.49047524940791,3.1717558712252583,0,0,119.2300194931774,0.8919592935430547,62.38968210632253,3.612283066777848,0.08077305815053952,0.02695147155352266,1,0,1,20-34,2,NHW,45,6,5,0,827,215,263,36,63,5,179,75,391,34,392,107,67,240,23,0,25,172,85,5,23,27,14,920,0,45,6,5,0,827,215,263,36,63,5,179,75,391,34,392,107,67,240,23,0,25,172,85,5,23,27,14,920,0,45,6,5,0,827,215,263,36,63,5,179,75,391,34,392,107,67,240,23,0,25,172,85,5,23,27,14,920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,pf_seafood,0.4935619184264265,0.08763625119134666,0.04935619184264265,Seafood,"Seafood (finfish, shellfish, and other seafood) high in n-3 fatty acids (oz. eq.); Seafood (finfish, shellfish, and other seafood) low in n-3 fatty acids (oz. eq.)",Med,2.14,0,0.214,oz eq/day,NA,NA,oz eq,62.49047524940791,3.1717558712252583,0,0,119.2300194931774,0.8919592935430547,62.38968210632253,3.612283066777848,0.08077305815053952,0.02695147155352266,1,0,1,20-34,2,NHW,45,6,5,0,827,215,263,36,63,5,179,75,391,34,392,107,67,240,23,0,25,172,85,5,23,27,14,920,0,45,6,5,0,827,215,263,36,63,5,179,75,391,34,392,107,67,240,23,0,25,172,85,5,23,27,14,920,0,45,6,5,0,827,215,263,36,63,5,179,75,391,34,392,107,67,240,23,0,25,172,85,5,23,27,14,920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,pf_seafood,0.8341915047935833,0.10463769585768792,0.08341915047935833,Seafood,"Seafood (finfish, shellfish, and other seafood) high in n-3 fatty acids (oz. eq.); Seafood (finfish, shellfish, and other seafood) low in n-3 fatty acids (oz. eq.)",US,1.14,0,0.114,oz eq/day,NA,NA,oz eq,65.83104252107715,3.5046305733339405,1,0,120.6060606060606,1.2246573954169273,63.411450443437815,4.084083781615028,0.10308519856053684,0.02413814133426566,1,0,2,20-34,2,NHB,27,2,0,0,111,143,148,0,9,0,154,35,190,22,58,15,15,40,18,0,7,83,8,2,6,4,8,50,0,27,2,0,0,111,143,148,0,9,0,154,35,190,22,58,15,15,40,18,0,7,83,8,2,6,4,8,50,0,27,2,0,0,111,143,148,0,9,0,154,35,190,22,58,15,15,40,18,0,7,83,8,2,6,4,8,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,pf_seafood,0.8341915047935833,0.10463769585768792,0.08341915047935833,Seafood,"Seafood (finfish, shellfish, and other seafood) high in n-3 fatty acids (oz. eq.); Seafood (finfish, shellfish, and other seafood) low in n-3 fatty acids (oz. eq.)",Vegetarian,0,0,0,oz eq/day,NA,NA,oz eq,65.83104252107715,3.5046305733339405,1,0,120.6060606060606,1.2246573954169273,63.411450443437815,4.084083781615028,0.10308519856053684,0.02413814133426566,1,0,2,20-34,2,NHB,27,2,0,0,111,143,148,0,9,0,154,35,190,22,58,15,15,40,18,0,7,83,8,2,6,4,8,50,0,27,2,0,0,111,143,148,0,9,0,154,35,190,22,58,15,15,40,18,0,7,83,8,2,6,4,8,50,0,27,2,0,0,111,143,148,0,9,0,154,35,190,22,58,15,15,40,18,0,7,83,8,2,6,4,8,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,pf_seafood,0.8341915047935833,0.10463769585768792,0.08341915047935833,Seafood,"Seafood (finfish, shellfish, and other seafood) high in n-3 fatty acids (oz. eq.); Seafood (finfish, shellfish, and other seafood) low in n-3 fatty acids (oz. eq.)",Med,2.14,0,0.214,oz eq/day,NA,NA,oz eq,65.83104252107715,3.5046305733339405,1,0,120.6060606060606,1.2246573954169273,63.411450443437815,4.084083781615028,0.10308519856053684,0.02413814133426566,1,0,2,20-34,2,NHB,27,2,0,0,111,143,148,0,9,0,154,35,190,22,58,15,15,40,18,0,7,83,8,2,6,4,8,50,0,27,2,0,0,111,143,148,0,9,0,154,35,190,22,58,15,15,40,18,0,7,83,8,2,6,4,8,50,0,27,2,0,0,111,143,148,0,9,0,154,35,190,22,58,15,15,40,18,0,7,83,8,2,6,4,8,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,pf_seafood,0.460478507281851,0.07589621892263712,0.0460478507281851,Seafood,"Seafood (finfish, shellfish, and other seafood) high in n-3 fatty acids (oz. eq.); Seafood (finfish, shellfish, and other seafood) low in n-3 fatty acids (oz. eq.)",US,1.14,0,0.114,oz eq/day,NA,NA,oz eq,84.80099848381069,3.009331085527512,0,0,118.91851851851852,0.9541511184381326,63.33455522902117,4.294738891947933,0.11655677865796592,0.02873812499819555,1,0,3,20-34,2,HIS,20,3,3,0,253,65,59,11,13,0,58,47,124,11,101,46,23,64,13,0,9,31,23,2,9,16,41,237,0,20,3,3,0,253,65,59,11,13,0,58,47,124,11,101,46,23,64,13,0,9,31,23,2,9,16,41,237,0,20,3,3,0,253,65,59,11,13,0,58,47,124,11,101,46,23,64,13,0,9,31,23,2,9,16,41,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,pf_seafood,0.460478507281851,0.07589621892263712,0.0460478507281851,Seafood,"Seafood (finfish, shellfish, and other seafood) high in n-3 fatty acids (oz. eq.); Seafood (finfish, shellfish, and other seafood) low in n-3 fatty acids (oz. eq.)",Vegetarian,0,0,0,oz eq/day,NA,NA,oz eq,84.80099848381069,3.009331085527512,0,0,118.91851851851852,0.9541511184381326,63.33455522902117,4.294738891947933,0.11655677865796592,0.02873812499819555,1,0,3,20-34,2,HIS,20,3,3,0,253,65,59,11,13,0,58,47,124,11,101,46,23,64,13,0,9,31,23,2,9,16,41,237,0,20,3,3,0,253,65,59,11,13,0,58,47,124,11,101,46,23,64,13,0,9,31,23,2,9,16,41,237,0,20,3,3,0,253,65,59,11,13,0,58,47,124,11,101,46,23,64,13,0,9,31,23,2,9,16,41,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,pf_seafood,0.460478507281851,0.07589621892263712,0.0460478507281851,Seafood,"Seafood (finfish, shellfish, and other seafood) high in n-3 fatty acids (oz. eq.); Seafood (finfish, shellfish, and other seafood) low in n-3 fatty acids (oz. eq.)",Med,2.14,0,0.214,oz eq/day,NA,NA,oz eq,84.80099848381069,3.009331085527512,0,0,118.91851851851852,0.9541511184381326,63.33455522902117,4.294738891947933,0.11655677865796592,0.02873812499819555,1,0,3,20-34,2,HIS,20,3,3,0,253,65,59,11,13,0,58,47,124,11,101,46,23,64,13,0,9,31,23,2,9,16,41,237,0,20,3,3,0,253,65,59,11,13,0,58,47,124,11,101,46,23,64,13,0,9,31,23,2,9,16,41,237,0,20,3,3,0,253,65,59,11,13,0,58,47,124,11,101,46,23,64,13,0,9,31,23,2,9,16,41,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,pf_seafood,0.6596088824970794,0.10942674674540104,0.06596088824970794,Seafood,"Seafood (finfish, shellfish, and other seafood) high in n-3 fatty acids (oz. eq.); Seafood (finfish, shellfish, and other seafood) low in n-3 fatty acids (oz. eq.)",US,1.14,0,0.114,oz eq/day,NA,NA,oz eq,68.06064419025087,2.935475011659132,0,0,118.94214876033058,1.25642930391828,58.57714565693375,4.6370978718600755,0.16754064300669858,0.03436856845242887,1,0,4,20-34,2,OTH,9,1,0,0,101,25,21,0,8,0,24,9,51,6,60,23,26,111,13,0,4,15,4,1,4,13,7,133,0,9,1,0,0,101,25,21,0,8,0,24,9,51,6,60,23,26,111,13,0,4,15,4,1,4,13,7,133,0,9,1,0,0,101,25,21,0,8,0,24,9,51,6,60,23,26,111,13,0,4,15,4,1,4,13,7,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,pf_seafood,0.6596088824970794,0.10942674674540104,0.06596088824970794,Seafood,"Seafood (finfish, shellfish, and other seafood) high in n-3 fatty acids (oz. eq.); Seafood (finfish, shellfish, and other seafood) low in n-3 fatty acids (oz. eq.)",Vegetarian,0,0,0,oz eq/day,NA,NA,oz eq,68.06064419025087,2.935475011659132,0,0,118.94214876033058,1.25642930391828,58.57714565693375,4.6370978718600755,0.16754064300669858,0.03436856845242887,1,0,4,20-34,2,OTH,9,1,0,0,101,25,21,0,8,0,24,9,51,6,60,23,26,111,13,0,4,15,4,1,4,13,7,133,0,9,1,0,0,101,25,21,0,8,0,24,9,51,6,60,23,26,111,13,0,4,15,4,1,4,13,7,133,0,9,1,0,0,101,25,21,0,8,0,24,9,51,6,60,23,26,111,13,0,4,15,4,1,4,13,7,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,pf_seafood,0.6596088824970794,0.10942674674540104,0.06596088824970794,Seafood,"Seafood (finfish, shellfish, and other seafood) high in n-3 fatty acids (oz. eq.); Seafood (finfish, shellfish, and other seafood) low in n-3 fatty acids (oz. eq.)",Med,2.14,0,0.214,oz eq/day,NA,NA,oz eq,68.06064419025087,2.935475011659132,0,0,118.94214876033058,1.25642930391828,58.57714565693375,4.6370978718600755,0.16754064300669858,0.03436856845242887,1,0,4,20-34,2,OTH,9,1,0,0,101,25,21,0,8,0,24,9,51,6,60,23,26,111,13,0,4,15,4,1,4,13,7,133,0,9,1,0,0,101,25,21,0,8,0,24,9,51,6,60,23,26,111,13,0,4,15,4,1,4,13,7,133,0,9,1,0,0,101,25,21,0,8,0,24,9,51,6,60,23,26,111,13,0,4,15,4,1,4,13,7,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,pf_seafood,0.48370864134020886,0.18425398146933633,0.04837086413402088,Seafood,"Seafood (finfish, shellfish, and other seafood) high in n-3 fatty acids (oz. eq.); Seafood (finfish, shellfish, and other seafood) low in n-3 fatty acids (oz. eq.)",US,1.14,0,0.114,oz eq/day,NA,NA,oz eq,67.72476561784096,4.002068927832757,0,0,113.31666666666666,1.130277158499832,46.18588824770554,5.511920369430387,0.06035452139781545,0.02150087832979013,2,1,1,35-44,1,NHW,44,12,0,0,1742,144,389,0,50,21,232,229,697,59,709,402,107,398,123,570,90,253,242,12,33,25,119,3815,1131,44,12,0,0,1742,144,389,0,50,21,232,229,697,59,709,402,107,398,123,570,90,253,242,12,33,25,119,3815,1131,44,12,0,0,1742,144,389,0,50,21,232,229,697,59,709,402,107,398,123,570,90,253,242,12,33,25,119,3815,1131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,pf_seafood,0.48370864134020886,0.18425398146933633,0.04837086413402088,Seafood,"Seafood (finfish, shellfish, and other seafood) high in n-3 fatty acids (oz. eq.); Seafood (finfish, shellfish, and other seafood) low in n-3 fatty acids (oz. eq.)",Vegetarian,0,0,0,oz eq/day,NA,NA,oz eq,67.72476561784096,4.002068927832757,0,0,113.31666666666666,1.130277158499832,46.18588824770554,5.511920369430387,0.06035452139781545,0.02150087832979013,2,1,1,35-44,1,NHW,44,12,0,0,1742,144,389,0,50,21,232,229,697,59,709,402,107,398,123,570,90,253,242,12,33,25,119,3815,1131,44,12,0,0,1742,144,389,0,50,21,232,229,697,59,709,402,107,398,123,570,90,253,242,12,33,25,119,3815,1131,44,12,0,0,1742,144,389,0,50,21,232,229,697,59,709,402,107,398,123,570,90,253,242,12,33,25,119,3815,1131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,pf_seafood,0.48370864134020886,0.18425398146933633,0.04837086413402088,Seafood,"Seafood (finfish, shellfish, and other seafood) high in n-3 fatty acids (oz. eq.); Seafood (finfish, shellfish, and other seafood) low in n-3 fatty acids (oz. eq.)",Med,2.14,0,0.214,oz eq/day,NA,NA,oz eq,67.72476561784096,4.002068927832757,0,0,113.31666666666666,1.130277158499832,46.18588824770554,5.511920369430387,0.06035452139781545,0.02150087832979013,2,1,1,35-44,1,NHW,44,12,0,0,1742,144,389,0,50,21,232,229,697,59,709,402,107,398,123,570,90,253,242,12,33,25,119,3815,1131,44,12,0,0,1742,144,389,0,50,21,232,229,697,59,709,402,107,398,123,570,90,253,242,12,33,25,119,3815,1131,44,12,0,0,1742,144,389,0,50,21,232,229,697,59,709,402,107,398,123,570,90,253,242,12,33,25,119,3815,1131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,pf_seafood,0.5403057140946832,0.08764976461401543,0.05403057140946832,Seafood,"Seafood (finfish, shellfish, and other seafood) high in n-3 fatty acids (oz. eq.); Seafood (finfish, shellfish, and other seafood) low in n-3 fatty acids (oz. eq.)",US,1.14,0,0.114,oz eq/day,NA,NA,oz eq,85.88399071369838,2.2368648229789625,1,0,123.79432624113475,1.884836738842994,63.75587250237999,5.182912218271376,0.33431427386550416,0.05497003635683754,2,1,2,35-44,1,NHB,25,3,0,0,587,109,241,5,10,13,224,125,303,33,183,175,39,73,107,154,46,139,86,3,15,22,77,485,302,25,3,0,0,587,109,241,5,10,13,224,125,303,33,183,175,39,73,107,154,46,139,86,3,15,22,77,485,302,25,3,0,0,587,109,241,5,10,13,224,125,303,33,183,175,39,73,107,154,46,139,86,3,15,22,77,485,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,pf_seafood,0.5403057140946832,0.08764976461401543,0.05403057140946832,Seafood,"Seafood (finfish, shellfish, and other seafood) high in n-3 fatty acids (oz. eq.); Seafood (finfish, shellfish, and other seafood) low in n-3 fatty acids (oz. eq.)",Vegetarian,0,0,0,oz eq/day,NA,NA,oz eq,85.88399071369838,2.2368648229789625,1,0,123.79432624113475,1.884836738842994,63.75587250237999,5.182912218271376,0.33431427386550416,0.05497003635683754,2,1,2,35-44,1,NHB,25,3,0,0,587,109,241,5,10,13,224,125,303,33,183,175,39,73,107,154,46,139,86,3,15,22,77,485,302,25,3,0,0,587,109,241,5,10,13,224,125,303,33,183,175,39,73,107,154,46,139,86,3,15,22,77,485,302,25,3,0,0,587,109,241,5,10,13,224,125,303,33,183,175,39,73,107,154,46,139,86,3,15,22,77,485,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,pf_seafood,0.5403057140946832,0.08764976461401543,0.05403057140946832,Seafood,"Seafood (finfish, shellfish, and other seafood) high in n-3 fatty acids (oz. eq.); Seafood (finfish, shellfish, and other seafood) low in n-3 fatty acids (oz. eq.)",Med,2.14,0,0.214,oz eq/day,NA,NA,oz eq,85.88399071369838,2.2368648229789625,1,0,123.79432624113475,1.884836738842994,63.75587250237999,5.182912218271376,0.33431427386550416,0.05497003635683754,2,1,2,35-44,1,NHB,25,3,0,0,587,109,241,5,10,13,224,125,303,33,183,175,39,73,107,154,46,139,86,3,15,22,77,485,302,25,3,0,0,587,109,241,5,10,13,224,125,303,33,183,175,39,73,107,154,46,139,86,3,15,22,77,485,302,25,3,0,0,587,109,241,5,10,13,224,125,303,33,183,175,39,73,107,154,46,139,86,3,15,22,77,485,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
