risk_factor,outcome,outcome_label,Age,Age_label,logRR,logRR_se,RR_unit
veg_exc_sta,HSTK,Hemorrhagic stroke,5,65-74,-0.15336705786062452,0.06224076290680843,100 g/d
veg_exc_sta,HSTK,Hemorrhagic stroke,6,75+,-0.0884301823315784,0.03066848407368791,100 g/d
veg_exc_sta,IHD,Ischemic heart disease,1,20-34,-0.07559723599791934,0.0233640042223089,100 g/d
veg_exc_sta,IHD,Ischemic heart disease,2,35-44,-0.07250568589782588,0.02240853291917751,100 g/d
veg_exc_sta,IHD,Ischemic heart disease,3,45-54,-0.06150881247863031,0.01900985049902457,100 g/d
veg_exc_sta,IHD,Ischemic heart disease,4,55-64,-0.05096771963348927,0.01575203115562418,100 g/d
veg_exc_sta,IHD,Ischemic heart disease,5,65-74,-0.04227506554054089,0.01306548839715208,100 g/d
veg_exc_sta,IHD,Ischemic heart disease,6,75+,-0.02405594935640846,0.00633708261186332,100 g/d
veg_exc_sta,ISTK,Ischemic stroke,1,20-34,-0.2803648719707764,0.08233611516490705,100 g/d
veg_exc_sta,ISTK,Ischemic stroke,2,35-44,-0.26889934632605844,0.07896897850019644,100 g/d
veg_exc_sta,ISTK,Ischemic stroke,3,45-54,-0.2281156196784802,0.06699182319359617,100 g/d
veg_exc_sta,ISTK,Ischemic stroke,4,55-64,-0.18902223078736555,0.05551107759483648,100 g/d
veg_exc_sta,ISTK,Ischemic stroke,5,65-74,-0.15678408319262022,0.04604354403970231,100 g/d
veg_exc_sta,ISTK,Ischemic stroke,6,75+,-0.09053602878779618,0.02293617368721982,100 g/d
veg_exc_sta,OSTK,Unidentified stroke,1,20-34,-0.2763010156955114,0.07899263958176811,100 g/d
veg_exc_sta,OSTK,Unidentified stroke,2,35-44,-0.26435261509307917,0.0846891648987131,100 g/d
veg_exc_sta,OSTK,Unidentified stroke,3,45-54,-0.22436217350271637,0.07031163061829762,100 g/d
veg_exc_sta,OSTK,Unidentified stroke,4,55-64,-0.18639537664880054,0.05190402700209422,100 g/d
veg_exc_sta,OSTK,Unidentified stroke,5,65-74,-0.1549372184371243,0.039740662550950996,100 g/d
veg_exc_sta,OSTK,Unidentified stroke,6,75+,-0.08977919457405087,0.0183676821245889,100 g/d
