subgroup,Age,Sex,Race,outcome,risk_factor,logRR,logRR_se,RR_unit,DGA_unit,Conversion_to_grams,Equation
1,1,1,1,MLPC,fruit,-0.05129329,0.02405884693877551,100 g/d,1 cup eq,182,1 cup eq = 182 g
1,1,1,1,MLPC,veg_exc_sta,-0.09431068,0.025112272959183675,100 g/d,1 cup eq,142,1 cup eq = 142 g
1,1,1,1,OSTK,fruit,-0.37406990437235826,0.08845370657895624,100 g/d,1 cup eq,182,1 cup eq = 182 g
1,1,1,1,OSTK,pf_pm,0.165514438,0.00432386683673469,150 g/wk,1 oz eq,31,1 oz eq = 31 g
1,1,1,1,OSTK,pf_redm,0.139761942,0.01104510331632653,300 g/wk,1 oz eq,31,1 oz eq = 31 g
1,1,1,1,OSTK,pf_seafood,-0.061875404,0.03261055408163265,300 g/wk,1 oz eq,29,1 oz eq = 29 g
1,1,1,1,OSTK,veg_exc_sta,-0.276301015695511,0.07899263958176808,100 g/d,1 cup eq,142,1 cup eq = 142 g
1,1,1,1,OSTK,leg_tot,-0.2794766111931093,0.07479339409788702,100 g/d,1 oz eq,41,1 oz eq = 41 g
1,1,1,1,OSTK,fruit_exc_juice,-0.37406990437235826,0.08845370657895624,100 g/d,1 cup eq,152,1 cup eq = 152 g
2,1,1,2,CC,dairy,-0.139262067,0.02065537295918367,400g/d,1 cup eq,149,1 cup eq = 149 g
2,1,1,2,CC,gr_whole,-0.186329578,0.03365498545918367,90g/d,1 oz eq,24,1 oz eq = 24 g
2,1,1,2,CC,pf_pm,0.1482,0.03932142857142857,50g/d,1 oz eq,31,1 oz eq = 31 g
2,1,1,2,CC,pf_redm,0.1133,0.05691326530612245,100g/d,1 oz eq,31,1 oz eq = 31 g
2,1,1,2,CC,fiber,-0.105360516,0.022690685204081632,10g/d,1 g,1,1 g = 1 g
2,1,1,2,DIAB,gr_whole,-0.189384497097455,0.0437754785600871,50 g/d,1 oz eq,24,1 oz eq = 24 g
2,1,1,2,DIAB,pf_ns,-0.0445283682287407,0.0119117519400668,1 oz/wk,1 oz eq,15,1 oz eq = 15 g
2,1,1,2,DIAB,pf_pm,0.61118590511178,0.143606315330466,50 g/d,1 oz eq,31,1 oz eq = 31 g
2,1,1,2,DIAB,pf_redm,0.255812928255117,0.107207847877527,100 g/d,1 oz eq,31,1 oz eq = 31 g
2,1,1,2,DIAB,ssb,0.292739448311375,0.0871730977363568,8 oz/d,1 cup (8 fl oz),240,1 cup (8 fl oz) = 240 g
2,1,1,2,HSTK,fruit,-0.46634830110801,0.131250128214607,100 g/d,1 cup eq,182,1 cup eq = 182 g
2,1,1,2,HSTK,pf_pm,0.165514438,0.00432386683673469,150 g/wk,1 oz eq,31,1 oz eq = 31 g
2,1,1,2,HSTK,pf_redm,0.139761942,0.01104510331632653,300 g/wk,1 oz eq,31,1 oz eq = 31 g
2,1,1,2,HSTK,pf_seafood,-0.061875404,0.03261055408163265,300 g/wk,1 oz eq,29,1 oz eq = 29 g
2,1,1,2,HSTK,veg_exc_sta,-0.274254469369838,0.111300351211622,100 g/d,1 cup eq,142,1 cup eq = 142 g
2,1,1,2,HSTK,leg_tot,-0.278344372389415,0.104826152509799,100 g/d,1 oz eq,41,1 oz eq = 41 g
2,1,1,2,HSTK,fruit_exc_juice,-0.46634830110801,0.131250128214607,100 g/d,1 cup eq,152,1 cup eq = 152 g
2,1,1,2,IHD,fruit,-0.093566754668598,0.0280632717301771,100 g/d,1 cup eq,182,1 cup eq = 182 g
2,1,1,2,IHD,gr_whole,-0.0433898536904234,0.0196208241345292,50 g/d,1 oz eq,24,1 oz eq = 24 g
2,1,1,2,IHD,pf_ns,-0.128932441068711,0.0251619375401892,1 oz/wk,1 oz eq,15,1 oz eq = 15 g
2,1,1,2,IHD,pf_pm,0.467525808355627,0.164209898199735,50 g/d,1 oz eq,31,1 oz eq = 31 g
2,1,1,2,IHD,pf_redm,0.058268908,0.01444359540816326,300 g/wk,1 oz eq,31,1 oz eq = 31 g
2,1,1,2,IHD,pf_seafood,-0.051293294,0.02687768265306122,300 g/wk,1 oz eq,29,1 oz eq = 29 g
2,1,1,2,IHD,sat_fat,0.141730898201735,0.036361463351118,5% E,1 g,1,1 g = 1 g
2,1,1,2,IHD,veg_exc_sta,-0.0755972359979193,0.0233640042223089,100 g/d,1 cup eq,142,1 cup eq = 142 g
2,1,1,2,IHD,leg_tot,-0.0757967151112716,0.0243540762448255,100 g/d,1 oz eq,41,1 oz eq = 41 g
2,1,1,2,IHD,fruit_exc_juice,-0.093566754668598,0.0280632717301771,100 g/d,1 cup eq,152,1 cup eq = 152 g
2,1,1,2,IHD,ssb,0.280059229170747,0.0559109022331533,8 oz/d,1 cup (8 fl oz),240,1 cup (8 fl oz) = 240 g
2,1,1,2,IHD,sea_omega3_fa,-0.241309788317041,0.0565194408966984,100 mg/d,1 mg,1,1 mg = 1 mg
2,1,1,2,IHD,pufa_rep_carb,-0.155556273856627,0.0364017075709115,5% E,1 %E,1,1 %E = 1%E
2,1,1,2,IHD,pufa_rep_sfa,-0.13911989461862,0.0382479205523174,5% E,1 %E,1,1 %E = 1%E
2,1,1,2,IHD,pufa_rep_carbsfa,-0.156819280840835,0.0386158176465906,5% E,1 %E,1,1 %E = 1%E
2,1,1,2,ISTK,fruit,-0.190831373711564,0.0426844669625658,100 g/d,1 cup eq,182,1 cup eq = 182 g
2,1,1,2,ISTK,gr_whole,-0.210721031,0.06528912602040816,50 g/d,1 oz eq,24,1 oz eq = 24 g
2,1,1,2,ISTK,pf_pm,0.165514438,0.00432386683673469,150 g/wk,1 oz eq,31,1 oz eq = 31 g
2,1,1,2,ISTK,pf_redm,0.139761942,0.01104510331632653,300 g/wk,1 oz eq,31,1 oz eq = 31 g
2,1,1,2,ISTK,pf_seafood,-0.061875404,0.03261055408163265,300 g/wk,1 oz eq,29,1 oz eq = 29 g
2,1,1,2,ISTK,veg_exc_sta,-0.280364871970776,0.082336115164907,100 g/d,1 cup eq,142,1 cup eq = 142 g
2,1,1,2,ISTK,leg_tot,-0.281724913960445,0.0808684221224116,100 g/d,1 oz eq,41,1 oz eq = 41 g
2,1,1,2,ISTK,fruit_exc_juice,-0.190831373711564,0.0426844669625658,100 g/d,1 cup eq,152,1 cup eq = 152 g
2,1,1,2,MLPC,fruit,-0.05129329,0.02405884693877551,100 g/d,1 cup eq,182,1 cup eq = 182 g
2,1,1,2,MLPC,veg_exc_sta,-0.09431068,0.025112272959183675,100 g/d,1 cup eq,142,1 cup eq = 142 g
2,1,1,2,OSTK,fruit,-0.37406990437235826,0.08845370657895624,100 g/d,1 cup eq,182,1 cup eq = 182 g
2,1,1,2,OSTK,pf_pm,0.165514438,0.00432386683673469,150 g/wk,1 oz eq,31,1 oz eq = 31 g
2,1,1,2,OSTK,pf_redm,0.139761942,0.01104510331632653,300 g/wk,1 oz eq,31,1 oz eq = 31 g
2,1,1,2,OSTK,pf_seafood,-0.061875404,0.03261055408163265,300 g/wk,1 oz eq,29,1 oz eq = 29 g
2,1,1,2,OSTK,veg_exc_sta,-0.276301015695511,0.07899263958176808,100 g/d,1 cup eq,142,1 cup eq = 142 g
2,1,1,2,OSTK,leg_tot,-0.2794766111931093,0.07479339409788702,100 g/d,1 oz eq,41,1 oz eq = 41 g
2,1,1,2,OSTK,fruit_exc_juice,-0.37406990437235826,0.08845370657895624,100 g/d,1 cup eq,152,1 cup eq = 152 g
3,1,1,3,CC,dairy,-0.139262067,0.02065537295918367,400g/d,1 cup eq,149,1 cup eq = 149 g
3,1,1,3,CC,gr_whole,-0.186329578,0.03365498545918367,90g/d,1 oz eq,24,1 oz eq = 24 g
3,1,1,3,CC,pf_pm,0.1482,0.03932142857142857,50g/d,1 oz eq,31,1 oz eq = 31 g
3,1,1,3,CC,pf_redm,0.1133,0.05691326530612245,100g/d,1 oz eq,31,1 oz eq = 31 g
3,1,1,3,CC,fiber,-0.105360516,0.022690685204081632,10g/d,1 g,1,1 g = 1 g
3,1,1,3,DIAB,gr_whole,-0.189384497097455,0.0437754785600871,50 g/d,1 oz eq,24,1 oz eq = 24 g
3,1,1,3,DIAB,pf_ns,-0.0445283682287407,0.0119117519400668,1 oz/wk,1 oz eq,15,1 oz eq = 15 g
3,1,1,3,DIAB,pf_pm,0.61118590511178,0.143606315330466,50 g/d,1 oz eq,31,1 oz eq = 31 g
3,1,1,3,DIAB,pf_redm,0.255812928255117,0.107207847877527,100 g/d,1 oz eq,31,1 oz eq = 31 g
3,1,1,3,DIAB,ssb,0.292739448311375,0.0871730977363568,8 oz/d,1 cup (8 fl oz),240,1 cup (8 fl oz) = 240 g
3,1,1,3,HSTK,fruit,-0.46634830110801,0.131250128214607,100 g/d,1 cup eq,182,1 cup eq = 182 g
3,1,1,3,HSTK,pf_pm,0.165514438,0.00432386683673469,150 g/wk,1 oz eq,31,1 oz eq = 31 g
3,1,1,3,HSTK,pf_redm,0.139761942,0.01104510331632653,300 g/wk,1 oz eq,31,1 oz eq = 31 g
3,1,1,3,HSTK,pf_seafood,-0.061875404,0.03261055408163265,300 g/wk,1 oz eq,29,1 oz eq = 29 g
3,1,1,3,HSTK,veg_exc_sta,-0.274254469369838,0.111300351211622,100 g/d,1 cup eq,142,1 cup eq = 142 g
3,1,1,3,HSTK,leg_tot,-0.278344372389415,0.104826152509799,100 g/d,1 oz eq,41,1 oz eq = 41 g
3,1,1,3,HSTK,fruit_exc_juice,-0.46634830110801,0.131250128214607,100 g/d,1 cup eq,152,1 cup eq = 152 g
3,1,1,3,IHD,fruit,-0.093566754668598,0.0280632717301771,100 g/d,1 cup eq,182,1 cup eq = 182 g
3,1,1,3,IHD,gr_whole,-0.0433898536904234,0.0196208241345292,50 g/d,1 oz eq,24,1 oz eq = 24 g
3,1,1,3,IHD,pf_ns,-0.128932441068711,0.0251619375401892,1 oz/wk,1 oz eq,15,1 oz eq = 15 g
3,1,1,3,IHD,pf_pm,0.467525808355627,0.164209898199735,50 g/d,1 oz eq,31,1 oz eq = 31 g
3,1,1,3,IHD,pf_redm,0.058268908,0.01444359540816326,300 g/wk,1 oz eq,31,1 oz eq = 31 g
3,1,1,3,IHD,pf_seafood,-0.051293294,0.02687768265306122,300 g/wk,1 oz eq,29,1 oz eq = 29 g
3,1,1,3,IHD,sat_fat,0.141730898201735,0.036361463351118,5% E,1 g,1,1 g = 1 g
3,1,1,3,IHD,veg_exc_sta,-0.0755972359979193,0.0233640042223089,100 g/d,1 cup eq,142,1 cup eq = 142 g
3,1,1,3,IHD,leg_tot,-0.0757967151112716,0.0243540762448255,100 g/d,1 oz eq,41,1 oz eq = 41 g
3,1,1,3,IHD,fruit_exc_juice,-0.093566754668598,0.0280632717301771,100 g/d,1 cup eq,152,1 cup eq = 152 g
3,1,1,3,IHD,ssb,0.280059229170747,0.0559109022331533,8 oz/d,1 cup (8 fl oz),240,1 cup (8 fl oz) = 240 g
3,1,1,3,IHD,sea_omega3_fa,-0.241309788317041,0.0565194408966984,100 mg/d,1 mg,1,1 mg = 1 mg
3,1,1,3,IHD,pufa_rep_carb,-0.155556273856627,0.0364017075709115,5% E,1 %E,1,1 %E = 1%E
3,1,1,3,IHD,pufa_rep_sfa,-0.13911989461862,0.0382479205523174,5% E,1 %E,1,1 %E = 1%E
3,1,1,3,IHD,pufa_rep_carbsfa,-0.156819280840835,0.0386158176465906,5% E,1 %E,1,1 %E = 1%E
3,1,1,3,ISTK,fruit,-0.190831373711564,0.0426844669625658,100 g/d,1 cup eq,182,1 cup eq = 182 g
3,1,1,3,ISTK,gr_whole,-0.210721031,0.06528912602040816,50 g/d,1 oz eq,24,1 oz eq = 24 g
3,1,1,3,ISTK,pf_pm,0.165514438,0.00432386683673469,150 g/wk,1 oz eq,31,1 oz eq = 31 g
3,1,1,3,ISTK,pf_redm,0.139761942,0.01104510331632653,300 g/wk,1 oz eq,31,1 oz eq = 31 g
3,1,1,3,ISTK,pf_seafood,-0.061875404,0.03261055408163265,300 g/wk,1 oz eq,29,1 oz eq = 29 g
3,1,1,3,ISTK,veg_exc_sta,-0.280364871970776,0.082336115164907,100 g/d,1 cup eq,142,1 cup eq = 142 g
3,1,1,3,ISTK,leg_tot,-0.281724913960445,0.0808684221224116,100 g/d,1 oz eq,41,1 oz eq = 41 g
3,1,1,3,ISTK,fruit_exc_juice,-0.190831373711564,0.0426844669625658,100 g/d,1 cup eq,152,1 cup eq = 152 g
3,1,1,3,MLPC,fruit,-0.05129329,0.02405884693877551,100 g/d,1 cup eq,182,1 cup eq = 182 g
3,1,1,3,MLPC,veg_exc_sta,-0.09431068,0.025112272959183675,100 g/d,1 cup eq,142,1 cup eq = 142 g
3,1,1,3,OSTK,fruit,-0.37406990437235826,0.08845370657895624,100 g/d,1 cup eq,182,1 cup eq = 182 g
3,1,1,3,OSTK,pf_pm,0.165514438,0.00432386683673469,150 g/wk,1 oz eq,31,1 oz eq = 31 g
3,1,1,3,OSTK,pf_redm,0.139761942,0.01104510331632653,300 g/wk,1 oz eq,31,1 oz eq = 31 g
3,1,1,3,OSTK,pf_seafood,-0.061875404,0.03261055408163265,300 g/wk,1 oz eq,29,1 oz eq = 29 g
3,1,1,3,OSTK,veg_exc_sta,-0.276301015695511,0.07899263958176808,100 g/d,1 cup eq,142,1 cup eq = 142 g
3,1,1,3,OSTK,leg_tot,-0.2794766111931093,0.07479339409788702,100 g/d,1 oz eq,41,1 oz eq = 41 g
3,1,1,3,OSTK,fruit_exc_juice,-0.37406990437235826,0.08845370657895624,100 g/d,1 cup eq,152,1 cup eq = 152 g
4,1,1,4,CC,dairy,-0.139262067,0.02065537295918367,400g/d,1 cup eq,149,1 cup eq = 149 g
4,1,1,4,CC,gr_whole,-0.186329578,0.03365498545918367,90g/d,1 oz eq,24,1 oz eq = 24 g
4,1,1,4,CC,pf_pm,0.1482,0.03932142857142857,50g/d,1 oz eq,31,1 oz eq = 31 g
4,1,1,4,CC,pf_redm,0.1133,0.05691326530612245,100g/d,1 oz eq,31,1 oz eq = 31 g
4,1,1,4,CC,fiber,-0.105360516,0.022690685204081632,10g/d,1 g,1,1 g = 1 g
4,1,1,4,DIAB,gr_whole,-0.189384497097455,0.0437754785600871,50 g/d,1 oz eq,24,1 oz eq = 24 g
4,1,1,4,DIAB,pf_ns,-0.0445283682287407,0.0119117519400668,1 oz/wk,1 oz eq,15,1 oz eq = 15 g
4,1,1,4,DIAB,pf_pm,0.61118590511178,0.143606315330466,50 g/d,1 oz eq,31,1 oz eq = 31 g
4,1,1,4,DIAB,pf_redm,0.255812928255117,0.107207847877527,100 g/d,1 oz eq,31,1 oz eq = 31 g
4,1,1,4,DIAB,ssb,0.292739448311375,0.0871730977363568,8 oz/d,1 cup (8 fl oz),240,1 cup (8 fl oz) = 240 g
4,1,1,4,HSTK,fruit,-0.46634830110801,0.131250128214607,100 g/d,1 cup eq,182,1 cup eq = 182 g
4,1,1,4,HSTK,pf_pm,0.165514438,0.00432386683673469,150 g/wk,1 oz eq,31,1 oz eq = 31 g
4,1,1,4,HSTK,pf_redm,0.139761942,0.01104510331632653,300 g/wk,1 oz eq,31,1 oz eq = 31 g
4,1,1,4,HSTK,pf_seafood,-0.061875404,0.03261055408163265,300 g/wk,1 oz eq,29,1 oz eq = 29 g
4,1,1,4,HSTK,veg_exc_sta,-0.274254469369838,0.111300351211622,100 g/d,1 cup eq,142,1 cup eq = 142 g
4,1,1,4,HSTK,leg_tot,-0.278344372389415,0.104826152509799,100 g/d,1 oz eq,41,1 oz eq = 41 g
4,1,1,4,HSTK,fruit_exc_juice,-0.46634830110801,0.131250128214607,100 g/d,1 cup eq,152,1 cup eq = 152 g
4,1,1,4,IHD,fruit,-0.093566754668598,0.0280632717301771,100 g/d,1 cup eq,182,1 cup eq = 182 g
4,1,1,4,IHD,gr_whole,-0.0433898536904234,0.0196208241345292,50 g/d,1 oz eq,24,1 oz eq = 24 g
4,1,1,4,IHD,pf_ns,-0.128932441068711,0.0251619375401892,1 oz/wk,1 oz eq,15,1 oz eq = 15 g
4,1,1,4,IHD,pf_pm,0.467525808355627,0.164209898199735,50 g/d,1 oz eq,31,1 oz eq = 31 g
4,1,1,4,IHD,pf_redm,0.058268908,0.01444359540816326,300 g/wk,1 oz eq,31,1 oz eq = 31 g
4,1,1,4,IHD,pf_seafood,-0.051293294,0.02687768265306122,300 g/wk,1 oz eq,29,1 oz eq = 29 g
4,1,1,4,IHD,sat_fat,0.141730898201735,0.036361463351118,5% E,1 g,1,1 g = 1 g
4,1,1,4,IHD,veg_exc_sta,-0.0755972359979193,0.0233640042223089,100 g/d,1 cup eq,142,1 cup eq = 142 g
4,1,1,4,IHD,leg_tot,-0.0757967151112716,0.0243540762448255,100 g/d,1 oz eq,41,1 oz eq = 41 g
4,1,1,4,IHD,fruit_exc_juice,-0.093566754668598,0.0280632717301771,100 g/d,1 cup eq,152,1 cup eq = 152 g
4,1,1,4,IHD,ssb,0.280059229170747,0.0559109022331533,8 oz/d,1 cup (8 fl oz),240,1 cup (8 fl oz) = 240 g
4,1,1,4,IHD,sea_omega3_fa,-0.241309788317041,0.0565194408966984,100 mg/d,1 mg,1,1 mg = 1 mg
4,1,1,4,IHD,pufa_rep_carb,-0.155556273856627,0.0364017075709115,5% E,1 %E,1,1 %E = 1%E
4,1,1,4,IHD,pufa_rep_sfa,-0.13911989461862,0.0382479205523174,5% E,1 %E,1,1 %E = 1%E
4,1,1,4,IHD,pufa_rep_carbsfa,-0.156819280840835,0.0386158176465906,5% E,1 %E,1,1 %E = 1%E
4,1,1,4,ISTK,fruit,-0.190831373711564,0.0426844669625658,100 g/d,1 cup eq,182,1 cup eq = 182 g
4,1,1,4,ISTK,gr_whole,-0.210721031,0.06528912602040816,50 g/d,1 oz eq,24,1 oz eq = 24 g
4,1,1,4,ISTK,pf_pm,0.165514438,0.00432386683673469,150 g/wk,1 oz eq,31,1 oz eq = 31 g
4,1,1,4,ISTK,pf_redm,0.139761942,0.01104510331632653,300 g/wk,1 oz eq,31,1 oz eq = 31 g
4,1,1,4,ISTK,pf_seafood,-0.061875404,0.03261055408163265,300 g/wk,1 oz eq,29,1 oz eq = 29 g
4,1,1,4,ISTK,veg_exc_sta,-0.280364871970776,0.082336115164907,100 g/d,1 cup eq,142,1 cup eq = 142 g
4,1,1,4,ISTK,leg_tot,-0.281724913960445,0.0808684221224116,100 g/d,1 oz eq,41,1 oz eq = 41 g
4,1,1,4,ISTK,fruit_exc_juice,-0.190831373711564,0.0426844669625658,100 g/d,1 cup eq,152,1 cup eq = 152 g
4,1,1,4,MLPC,fruit,-0.05129329,0.02405884693877551,100 g/d,1 cup eq,182,1 cup eq = 182 g
4,1,1,4,MLPC,veg_exc_sta,-0.09431068,0.025112272959183675,100 g/d,1 cup eq,142,1 cup eq = 142 g
4,1,1,4,OSTK,fruit,-0.37406990437235826,0.08845370657895624,100 g/d,1 cup eq,182,1 cup eq = 182 g
4,1,1,4,OSTK,pf_pm,0.165514438,0.00432386683673469,150 g/wk,1 oz eq,31,1 oz eq = 31 g
4,1,1,4,OSTK,pf_redm,0.139761942,0.01104510331632653,300 g/wk,1 oz eq,31,1 oz eq = 31 g
4,1,1,4,OSTK,pf_seafood,-0.061875404,0.03261055408163265,300 g/wk,1 oz eq,29,1 oz eq = 29 g
4,1,1,4,OSTK,veg_exc_sta,-0.276301015695511,0.07899263958176808,100 g/d,1 cup eq,142,1 cup eq = 142 g
4,1,1,4,OSTK,leg_tot,-0.2794766111931093,0.07479339409788702,100 g/d,1 oz eq,41,1 oz eq = 41 g
4,1,1,4,OSTK,fruit_exc_juice,-0.37406990437235826,0.08845370657895624,100 g/d,1 cup eq,152,1 cup eq = 152 g
5,1,2,1,CC,dairy,-0.139262067,0.02065537295918367,400g/d,1 cup eq,149,1 cup eq = 149 g
5,1,2,1,CC,gr_whole,-0.186329578,0.03365498545918367,90g/d,1 oz eq,24,1 oz eq = 24 g
5,1,2,1,CC,pf_pm,0.1482,0.03932142857142857,50g/d,1 oz eq,31,1 oz eq = 31 g
5,1,2,1,CC,pf_redm,0.1133,0.05691326530612245,100g/d,1 oz eq,31,1 oz eq = 31 g
5,1,2,1,CC,fiber,-0.105360516,0.022690685204081632,10g/d,1 g,1,1 g = 1 g
5,1,2,1,DIAB,gr_whole,-0.189384497097455,0.0437754785600871,50 g/d,1 oz eq,24,1 oz eq = 24 g
5,1,2,1,DIAB,pf_ns,-0.0445283682287407,0.0119117519400668,1 oz/wk,1 oz eq,15,1 oz eq = 15 g
5,1,2,1,DIAB,pf_pm,0.61118590511178,0.143606315330466,50 g/d,1 oz eq,31,1 oz eq = 31 g
5,1,2,1,DIAB,pf_redm,0.255812928255117,0.107207847877527,100 g/d,1 oz eq,31,1 oz eq = 31 g
5,1,2,1,DIAB,ssb,0.292739448311375,0.0871730977363568,8 oz/d,1 cup (8 fl oz),240,1 cup (8 fl oz) = 240 g
5,1,2,1,HSTK,fruit,-0.46634830110801,0.131250128214607,100 g/d,1 cup eq,182,1 cup eq = 182 g
5,1,2,1,HSTK,pf_pm,0.165514438,0.00432386683673469,150 g/wk,1 oz eq,31,1 oz eq = 31 g
5,1,2,1,HSTK,pf_redm,0.139761942,0.01104510331632653,300 g/wk,1 oz eq,31,1 oz eq = 31 g
5,1,2,1,HSTK,pf_seafood,-0.061875404,0.03261055408163265,300 g/wk,1 oz eq,29,1 oz eq = 29 g
5,1,2,1,HSTK,veg_exc_sta,-0.274254469369838,0.111300351211622,100 g/d,1 cup eq,142,1 cup eq = 142 g
5,1,2,1,HSTK,leg_tot,-0.278344372389415,0.104826152509799,100 g/d,1 oz eq,41,1 oz eq = 41 g
5,1,2,1,HSTK,fruit_exc_juice,-0.46634830110801,0.131250128214607,100 g/d,1 cup eq,152,1 cup eq = 152 g
5,1,2,1,IHD,fruit,-0.093566754668598,0.0280632717301771,100 g/d,1 cup eq,182,1 cup eq = 182 g
5,1,2,1,IHD,gr_whole,-0.0433898536904234,0.0196208241345292,50 g/d,1 oz eq,24,1 oz eq = 24 g
5,1,2,1,IHD,pf_ns,-0.128932441068711,0.0251619375401892,1 oz/wk,1 oz eq,15,1 oz eq = 15 g
5,1,2,1,IHD,pf_pm,0.467525808355627,0.164209898199735,50 g/d,1 oz eq,31,1 oz eq = 31 g
5,1,2,1,IHD,pf_redm,0.058268908,0.01444359540816326,300 g/wk,1 oz eq,31,1 oz eq = 31 g
5,1,2,1,IHD,pf_seafood,-0.051293294,0.02687768265306122,300 g/wk,1 oz eq,29,1 oz eq = 29 g
5,1,2,1,IHD,sat_fat,0.141730898201735,0.036361463351118,5% E,1 g,1,1 g = 1 g
